ALT,P,T,H2O,CO2,O3,CO,N2O,CH4,O2,BRD,NO,SO2_HI,NO2_HI,NH3,HNO3_HI,OH,HF,HCL,HBR,HI,CLO,OCS,H2CO,HOCL,N2,HCN,CH3CL,H2O2,C2H2,C2H6,PH3,COF2,SF6,H2S,HCOOH,HO2,O,CLONO2_HI,NOPLUS,HOBR,C2H4,CH3OH,CH3BR,CH3CN_HI,CF4_HI,C4H2,HC3N,H2,CS,SO3,BRO,CLONO2_XS,HNO4,CHCL2F,CCL4,F11,F12,C2CL2F4,C2CL3F3,N2O5,HNO3_XS,CF4_XS,CHCLF2,CCLF3,C2CLF5,NO2_XS,PAN,ACET,CH3CN_XS,CHF2CF3,CFH2CF3,CF3CH3,CH3CHF2,CH2F2,CCl2FCH3,CH3CClF2,??????,CHCl2CF3,CHClFCF3,CHCl2C2F5,C2HCl2F3CF2,SO2_XS,ISOP,CHF3
46.21,1.297,267.3,0.000005237,0.00033,0.000004694,3.471E-008,1.275E-008,3.216E-007,0.209,35250000000,1.136E-008,2.424E-011,9.161E-010,2.168E-017,9.974E-011,5.439E-010,4.224E-010,1.795E-009,6.961E-012,3E-012,2.051E-010,3.079E-013,3.279E-011,7.411E-011,0.781,6.855E-011,6.158E-013,4.131E-011,9.666E-016,8.549E-015,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,9.681E-014,9.233E-014,1.449E-013,nan,3.044E-019,4.753E-017,1.603E-012,1.491E-012,2.252E-014,1.313E-013,2.259E-011,6.391E-011,3.162E-011,1.487E-012,4.879E-013,9.161E-010,0,0,0,3.005E-013,1.451E-012,3.005E-013,3.005E-013,5.15E-013,1.683E-012,1.618E-012,nan,nan,nan,nan,nan,2.424E-011,3.3E-028,1.609E-011
48.48,0.9753,270.6,0.00000524,0.00033,0.000003707,4.063E-008,7.562E-009,2.509E-007,0.209,26120000000,1.073E-008,3.08E-011,5.784E-010,1.07E-017,6.856E-011,6.167E-010,4.244E-010,1.8E-009,7.104E-012,3E-012,1.356E-010,2.67E-013,1.19E-011,3.982E-011,0.781,6.594E-011,5.341E-013,3.674E-011,9.14E-016,5.851E-015,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,8.25E-014,1.22E-014,4.295E-014,nan,3.593E-020,1.106E-017,1.019E-012,1.318E-012,1.254E-014,2.509E-014,6.886E-012,6.049E-011,2.463E-011,1.373E-012,4.443E-013,5.784E-010,0,0,0,2.877E-013,1.39E-012,2.877E-013,2.877E-013,4.641E-013,1.612E-012,1.549E-012,nan,nan,nan,nan,nan,3.08E-011,3.282E-028,1.6E-011
51.12,0.714,268.5,0.000005197,0.00033,0.000002808,5.056E-008,4.358E-009,1.999E-007,0.209,19210000000,1.026E-008,3.791E-011,4.196E-010,6.606E-018,5.303E-011,7.375E-010,4.25E-010,1.8E-009,7.142E-012,3E-012,9.791E-011,2.427E-013,4.403E-012,2.299E-011,0.781,6.381E-011,4.855E-013,3.511E-011,8.74E-016,4.526E-015,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,6.077E-014,1.454E-015,1.35E-014,nan,4.461E-021,2.93E-018,6.83E-013,1.187E-012,7.478E-015,5.215E-015,2.297E-012,5.602E-011,1.921E-011,1.251E-012,4.049E-013,4.196E-010,0,0,0,2.803E-013,1.354E-012,2.803E-013,2.803E-013,4.134E-013,1.57E-012,1.509E-012,nan,nan,nan,nan,nan,3.791E-011,3.259E-028,1.589E-011
53.91,0.5064,263,0.000005127,0.00033,0.000002084,6.193E-008,3.382E-009,1.748E-007,0.209,13890000000,1.014E-008,4.365E-011,3.617E-010,5.309E-018,4.69E-011,8.923E-010,4.25E-010,1.8E-009,7.148E-012,3E-012,8.281E-011,2.321E-013,2.677E-012,1.725E-011,0.781,6.258E-011,4.643E-013,3.589E-011,8.517E-016,3.997E-015,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,3.724E-014,4.598E-016,5.589E-015,nan,1.42E-021,1.125E-018,4.708E-013,1.079E-012,4.656E-015,1.817E-015,1.07E-012,5.358E-011,1.625E-011,1.128E-012,3.676E-013,3.617E-010,0,0,0,2.714E-013,1.311E-012,2.714E-013,2.714E-013,3.728E-013,1.52E-012,1.461E-012,nan,nan,nan,nan,nan,4.365E-011,3.231E-028,1.579E-011
56.93,0.3454,255.5,0.000004965,0.00033,0.00000153,8.22E-008,2.639E-009,1.592E-007,0.209,9730000000,1.01E-008,4.806E-011,3.181E-010,4.359E-018,4.214E-011,1.265E-009,4.25E-010,1.8E-009,7.15E-012,3E-012,7.153E-011,2.234E-013,1.633E-012,1.326E-011,0.781,6.137E-011,4.467E-013,4.25E-011,8.302E-016,3.593E-015,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.719E-014,4.426E-017,1.669E-015,nan,1.419E-022,2.694E-019,3.081E-013,9.703E-013,2.682E-015,3.011E-016,4.347E-013,5.161E-011,1.304E-011,1.009E-012,3.314E-013,3.181E-010,0,0,0,2.67E-013,1.289E-012,2.67E-013,2.67E-013,3.397E-013,1.495E-012,1.437E-012,nan,nan,nan,nan,nan,4.806E-011,2.922E-028,1.569E-011
59.87,0.2244,247.4,0.000004759,0.00033,0.000001118,1.062E-007,2.09E-009,1.504E-007,0.209,6567000000,1.01E-008,5.135E-011,2.864E-010,3.69E-018,3.856E-011,1.739E-009,4.25E-010,1.8E-009,7.15E-012,3E-012,6.336E-011,2.163E-013,1.075E-012,1.062E-011,0.781,6.025E-011,4.326E-013,5.207E-011,8.109E-016,3.293E-015,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,7.356E-016,4.641E-018,4.217E-016,nan,1.095E-023,4.47E-020,1.872E-013,8.69E-013,1.363E-015,2.047E-017,1.99E-013,5.007E-011,9.915E-012,9.018E-013,2.985E-013,2.864E-010,0,0,0,2.656E-013,1.282E-012,2.656E-013,2.656E-013,3.135E-013,1.487E-012,1.429E-012,nan,nan,nan,nan,nan,5.135E-011,2.47E-028,1.56E-011
63.73,0.137,236.8,0.00000434,0.00033,8.016E-007,1.662E-007,1.649E-009,0.00000015,0.209,4158000000,1.025E-008,5.12E-011,2.611E-010,3.168E-018,3.579E-011,3.237E-009,4.25E-010,1.8E-009,7.15E-012,3E-012,5.718E-011,2.1E-013,7.785E-013,8.889E-012,0.781,5.916E-011,4.208E-013,1.073E-010,7.899E-016,3.056E-015,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,7.356E-016,8.914E-019,1.52E-016,nan,1.421E-024,1.131E-020,1.078E-013,7.522E-013,6.752E-016,2.155E-018,8.454E-014,4.732E-011,3.752E-012,7.844E-013,2.619E-013,2.611E-010,0,0,0,2.674E-013,1.291E-012,2.674E-013,2.674E-013,2.81E-013,1.497E-012,1.439E-012,nan,nan,nan,nan,nan,5.12E-011,2.032E-028,1.548E-011
67.83,0.07688,225.6,0.000003804,0.00033,4.738E-007,2.539E-007,1.305E-009,0.00000015,0.209,2446000000,0.000000011,4.663E-011,2.406E-010,2.757E-018,3.366E-011,5.691E-009,4.25E-010,1.8E-009,7.15E-012,3E-012,5.249E-011,2.052E-013,5.887E-013,7.644E-012,0.781,5.806E-011,4.102E-013,2.68E-010,7.7E-016,2.873E-015,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,7.356E-016,1.116E-019,5.23E-017,nan,7.562E-026,1.592E-021,5.532E-014,6.382E-013,2.81E-016,8.46E-020,2.711E-014,4.272E-011,7.386E-013,6.747E-013,2.279E-013,2.406E-010,0,0,0,2.692E-013,1.3E-012,2.692E-013,2.692E-013,2.419E-013,1.507E-012,1.449E-012,nan,nan,nan,nan,nan,4.663E-011,1.754E-028,1.531E-011
72.45,0.03838,214.1,0.000003169,0.00033,2.755E-007,4.684E-007,0.000000001,0.00000015,0.209,1288000000,1.375E-008,3.59E-011,2.232E-010,2.423E-018,3.197E-011,9.155E-009,4.25E-010,1.8E-009,7.15E-012,3E-012,4.883E-011,2.006E-013,4.66E-013,6.728E-012,0.781,5.686E-011,4.006E-013,7.411E-010,7.502E-016,2.726E-015,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,7.356E-016,1.702E-020,1.962E-017,nan,1.671E-027,1.317E-022,2.427E-014,5.216E-013,9.396E-017,1.357E-021,6.301E-015,3.745E-011,0,5.686E-013,1.943E-013,2.232E-010,0,0,0,2.713E-013,1.31E-012,2.713E-013,2.713E-013,1.926E-013,1.519E-012,1.46E-012,nan,nan,nan,nan,nan,3.59E-011,8.415E-029,1.505E-011
77.94,0.01606,202.6,0.000002369,0.0003288,2.794E-007,0.000001143,7.812E-010,0.00000015,0.209,569300000,2.239E-008,1.948E-011,2.074E-010,2.135E-018,3.055E-011,1.126E-008,4.25E-010,1.8E-009,7.15E-012,3E-012,4.585E-011,1.962E-013,3.79E-013,6.007E-012,0.781,5.549E-011,3.919E-013,1.637E-009,7.3E-016,2.601E-015,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,7.356E-016,1.358E-021,3.073E-018,nan,4.053E-029,9.38E-024,8.617E-015,3.975E-013,2.446E-017,1.552E-023,1.58E-015,3.25E-011,0,2.71E-013,7.354E-014,2.074E-010,0,0,0,2.725E-013,1.316E-012,2.725E-013,2.725E-013,1.401E-013,1.526E-012,1.467E-012,nan,nan,nan,nan,nan,1.948E-011,0,1.47E-011
