ALT,P1,P2,P3,P4,P5,P6,T1,T2,T3,T4,T5,T6,H2O_1,H2O_2,H2O_3,H2O_4,H2O_5,H2O_6,CO2_1,CO2_2,CO2_3,CO2_4,CO2_5,CO2_6,O3_1,O3_2,O3_3,O3_4,O3_5,O3_6,N2O_1,N2O_2,N2O_3,N2O_4,N2O_5,N2O_6,CO_1,CO_2,CO_3,CO_4,CO_5,CO_6,CH4_1,CH4_2,CH4_3,CH4_4,CH4_5,CH4_6,O2_1,O2_2,O2_3,O2_4,O2_5,O2_6,BRD_1,BRD_2,BRD_3,BRD_4,BRD_5,BRD_6,NO,SO2,NO2,NH3,HNO3,OH,HF,HCL,HBR,HI,CLO,OCS,H2CO,HOCL,N2,HCN,CH3CL,H2O2,C2H2,C2H6,PH3,COF2,SF6,H2S,HCOOH,HO2,O,CLONO2,NOPLUS,HOBR,C2H4,CH3OH,CH3BR,CH3CN,CF4,C4H2,HC3N,H2,CS,SO3,BRO
 2.300E+01, 3.500E+01, 3.760E+01, 3.340E+01, 3.750E+01, 3.109E+01, 3.467E+01, 2.170E+02, 2.228E+02, 2.152E+02, 2.252E+02, 2.124E+02, 2.196E+02, 2.900E-06, 3.850E-06, 4.550E-06, 4.830E-06, 4.950E-06, 4.200E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.400E-06, 3.400E-06, 4.300E-06, 3.700E-06, 4.500E-06, 4.168E-06, 1.967E-07, 1.035E-07, 1.124E-07, 1.102E-07, 1.122E-07, 1.967E-07, 1.307E-08, 1.307E-08, 1.307E-08, 1.307E-08, 1.307E-08, 1.307E-08, 1.191E-06, 9.730E-07, 9.730E-07, 8.574E-07, 9.009E-07, 1.191E-06, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 1.169E+12, 1.223E+12, 1.125E+12, 1.207E+12, 1.061E+12, 1.144E+12, 3.600E-10, 2.070E-11, 2.580E-09, 1.590E-14, 5.740E-09, 7.590E-13, 1.230E-10, 5.750E-10, 1.700E-12, 3.000E-12, 1.520E-11, 1.640E-10, 4.500E-11, 7.650E-11, 7.810E-01, 1.250E-10, 2.860E-10, 1.970E-11, 5.750E-14, 2.600E-11, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 4.460E-15
 2.400E+01, 3.000E+01, 3.220E+01, 2.860E+01, 3.228E+01, 2.649E+01, 2.972E+01, 2.192E+02, 2.239E+02, 2.152E+02, 2.266E+02, 2.118E+02, 2.206E+02, 3.200E-06, 4.000E-06, 4.600E-06, 4.850E-06, 5.000E-06, 4.300E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 4.300E-06, 4.000E-06, 4.700E-06, 4.200E-06, 4.600E-06, 4.627E-06, 1.875E-07, 9.622E-08, 1.048E-07, 9.893E-08, 1.043E-07, 1.875E-07, 1.400E-08, 1.400E-08, 1.400E-08, 1.400E-08, 1.400E-08, 1.400E-08, 1.118E-06, 8.800E-07, 8.800E-07, 8.013E-07, 8.479E-07, 1.118E-06, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 9.920E+11, 1.042E+12, 9.633E+11, 1.033E+12, 9.065E+11, 9.765E+11, 4.510E-10, 1.900E-11, 3.060E-09, 1.440E-14, 5.840E-09, 1.160E-12, 1.500E-10, 6.040E-10, 1.700E-12, 3.000E-12, 2.240E-11, 1.370E-10, 5.060E-11, 9.920E-11, 7.810E-01, 1.190E-10, 2.480E-10, 3.700E-11, 2.230E-14, 1.890E-11, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 5.329E-15
 2.500E+01, 2.570E+01, 2.770E+01, 2.440E+01, 2.780E+01, 2.256E+01, 2.549E+01, 2.214E+02, 2.251E+02, 2.152E+02, 2.281E+02, 2.112E+02, 2.216E+02, 3.250E-06, 4.200E-06, 4.650E-06, 4.900E-06, 5.000E-06, 4.425E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 5.400E-06, 4.800E-06, 5.100E-06, 4.500E-06, 4.700E-06, 5.118E-06, 1.756E-07, 8.958E-08, 9.661E-08, 8.775E-08, 9.570E-08, 1.756E-07, 1.521E-08, 1.521E-08, 1.498E-08, 1.510E-08, 1.521E-08, 1.498E-08, 1.055E-06, 7.888E-07, 7.931E-07, 7.477E-07, 7.961E-07, 1.055E-06, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 8.413E+11, 8.919E+11, 8.218E+11, 8.834E+11, 7.742E+11, 8.337E+11, 6.850E-10, 1.750E-11, 3.740E-09, 1.230E-14, 5.610E-09, 2.180E-12, 1.820E-10, 6.510E-10, 1.710E-12, 3.000E-12, 3.970E-11, 1.080E-10, 5.820E-11, 1.310E-10, 7.810E-01, 1.130E-10, 1.910E-10, 6.200E-11, 8.510E-15, 1.220E-11, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 6.482E-15
 2.750E+01, 1.763E+01, 1.907E+01, 1.646E+01, 1.923E+01, 1.513E+01, 1.743E+01, 2.270E+02, 2.284E+02, 2.155E+02, 2.310E+02, 2.136E+02, 2.240E+02, 3.600E-06, 4.450E-06, 4.700E-06, 4.950E-06, 5.000E-06, 4.575E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 7.800E-06, 6.000E-06, 5.600E-06, 5.300E-06, 4.900E-06, 5.803E-06, 1.588E-07, 8.006E-08, 8.693E-08, 7.327E-08, 8.598E-08, 1.588E-07, 1.722E-08, 1.722E-08, 1.598E-08, 1.649E-08, 1.722E-08, 1.598E-08, 9.870E-07, 7.046E-07, 7.130E-07, 6.956E-07, 7.449E-07, 9.870E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 5.629E+11, 6.050E+11, 5.536E+11, 6.034E+11, 5.134E+11, 5.640E+11, 1.280E-09, 1.540E-11, 4.810E-09, 9.370E-15, 4.820E-09, 5.000E-12, 2.300E-10, 7.510E-10, 1.760E-12, 3.000E-12, 8.480E-11, 6.700E-11, 7.210E-11, 1.840E-10, 7.810E-01, 1.050E-10, 1.100E-10, 1.030E-10, 4.090E-15, 5.740E-12, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.106E-14
 3.000E+01, 1.220E+01, 1.320E+01, 1.110E+01, 1.340E+01, 1.020E+01, 1.197E+01, 2.323E+02, 2.337E+02, 2.174E+02, 2.351E+02, 2.160E+02, 2.265E+02, 4.000E-06, 4.700E-06, 4.750E-06, 5.000E-06, 5.000E-06, 4.725E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 9.300E-06, 7.000E-06, 6.100E-06, 5.700E-06, 5.400E-06, 6.553E-06, 1.416E-07, 6.698E-08, 7.524E-08, 5.941E-08, 7.314E-08, 1.416E-07, 1.995E-08, 1.995E-08, 1.710E-08, 1.808E-08, 2.037E-08, 1.710E-08, 9.136E-07, 6.315E-07, 6.438E-07, 6.442E-07, 6.941E-07, 9.136E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 3.807E+11, 4.094E+11, 3.701E+11, 4.131E+11, 3.423E+11, 3.830E+11, 2.450E-09, 1.340E-11, 6.160E-09, 6.350E-15, 3.740E-09, 1.170E-11, 2.830E-10, 9.880E-10, 1.900E-12, 3.000E-12, 1.850E-10, 2.960E-11, 8.730E-11, 2.450E-10, 7.810E-01, 9.730E-11, 4.720E-11, 1.360E-10, 2.520E-15, 2.140E-12, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.855E-14
 3.250E+01, 8.520E+00, 9.300E+00, 7.560E+00, 9.400E+00, 6.910E+00, 8.258E+00, 2.377E+02, 2.390E+02, 2.204E+02, 2.400E+02, 2.185E+02, 2.296E+02, 4.300E-06, 4.850E-06, 4.800E-06, 5.000E-06, 5.000E-06, 4.825E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 9.850E-06, 8.100E-06, 6.800E-06, 6.900E-06, 5.900E-06, 7.373E-06, 1.165E-07, 4.958E-08, 6.126E-08, 4.154E-08, 5.710E-08, 1.165E-07, 2.266E-08, 2.266E-08, 1.850E-08, 1.997E-08, 2.486E-08, 1.850E-08, 8.300E-07, 5.592E-07, 5.746E-07, 5.888E-07, 6.434E-07, 8.300E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.598E+11, 2.820E+11, 2.486E+11, 2.839E+11, 2.292E+11, 2.524E+11, 4.530E-09, 1.210E-11, 7.210E-09, 3.680E-15, 2.590E-09, 3.400E-11, 3.200E-10, 1.280E-09, 2.260E-12, 3.000E-12, 3.570E-10, 1.210E-11, 1.010E-10, 2.960E-10, 7.810E-01, 9.040E-11, 1.790E-11, 1.360E-10, 1.860E-15, 8.490E-13, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 2.969E-14
 3.500E+01, 6.000E+00, 6.520E+00, 5.180E+00, 6.610E+00, 4.701E+00, 5.746E+00, 2.431E+02, 2.452E+02, 2.279E+02, 2.472E+02, 2.223E+02, 2.365E+02, 4.600E-06, 4.950E-06, 4.850E-06, 5.000E-06, 5.000E-06, 4.900E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 9.700E-06, 8.900E-06, 7.100E-06, 7.700E-06, 6.200E-06, 7.837E-06, 9.275E-08, 3.695E-08, 5.116E-08, 3.032E-08, 4.670E-08, 9.275E-08, 2.487E-08, 2.487E-08, 1.997E-08, 2.183E-08, 3.168E-08, 2.009E-08, 7.460E-07, 5.008E-07, 5.050E-07, 5.240E-07, 5.883E-07, 7.460E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 1.789E+11, 1.927E+11, 1.647E+11, 1.938E+11, 1.533E+11, 1.761E+11, 7.140E-09, 1.160E-11, 7.280E-09, 1.820E-15, 1.640E-09, 8.350E-11, 3.480E-10, 1.570E-09, 2.820E-12, 3.000E-12, 5.080E-10, 4.310E-12, 1.110E-10, 3.210E-10, 7.810E-01, 8.460E-11, 7.350E-12, 1.130E-10, 1.520E-15, 3.420E-13, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 4.489E-14
 3.750E+01, 4.260E+00, 4.640E+00, 3.600E+00, 4.720E+00, 3.230E+00, 4.041E+00, 2.485E+02, 2.513E+02, 2.355E+02, 2.546E+02, 2.285E+02, 2.434E+02, 4.900E-06, 5.000E-06, 4.900E-06, 5.000E-06, 5.000E-06, 4.950E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 8.800E-06, 8.700E-06, 7.200E-06, 7.800E-06, 6.250E-06, 7.800E-06, 6.693E-08, 2.519E-08, 3.968E-08, 1.949E-08, 3.439E-08, 6.693E-08, 2.738E-08, 2.716E-08, 2.147E-08, 2.343E-08, 4.429E-08, 2.220E-08, 6.618E-07, 4.453E-07, 4.481E-07, 4.506E-07, 5.238E-07, 6.618E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 1.243E+11, 1.338E+11, 1.108E+11, 1.344E+11, 1.025E+11, 1.238E+11, 9.340E-09, 1.210E-11, 6.260E-09, 9.260E-16, 9.680E-10, 1.700E-10, 3.720E-10, 1.690E-09, 3.690E-12, 3.000E-12, 6.070E-10, 1.600E-12, 1.130E-10, 3.040E-10, 7.810E-01, 8.020E-11, 3.030E-12, 8.510E-11, 1.320E-15, 1.340E-13, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 6.543E-14
 4.000E+01, 3.050E+00, 3.330E+00, 2.530E+00, 3.400E+00, 2.243E+00, 2.871E+00, 2.540E+02, 2.575E+02, 2.432E+02, 2.621E+02, 2.347E+02, 2.504E+02, 5.200E-06, 5.100E-06, 4.950E-06, 5.000E-06, 5.000E-06, 5.025E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 7.500E-06, 7.550E-06, 6.900E-06, 7.000E-06, 5.900E-06, 7.300E-06, 4.513E-08, 1.736E-08, 2.995E-08, 1.274E-08, 2.471E-08, 4.513E-08, 3.098E-08, 2.962E-08, 2.331E-08, 2.496E-08, 6.472E-08, 2.497E-08, 5.638E-07, 3.916E-07, 3.931E-07, 3.708E-07, 4.505E-07, 5.638E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 8.703E+10, 9.373E+10, 7.540E+10, 9.402E+10, 6.927E+10, 8.310E+10, 1.120E-08, 1.360E-11, 4.030E-09, 2.940E-16, 5.330E-10, 2.850E-10, 3.950E-10, 1.740E-09, 4.910E-12, 3.000E-12, 5.950E-10, 6.710E-13, 1.030E-10, 2.480E-10, 7.810E-01, 7.630E-11, 1.320E-12, 6.370E-11, 1.180E-15, 5.390E-14, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 8.670E-14
 4.250E+01, 2.200E+00, 2.410E+00, 1.800E+00, 2.480E+00, 1.570E+00, 2.060E+00, 2.594E+02, 2.637E+02, 2.508E+02, 2.695E+02, 2.408E+02, 2.573E+02, 5.500E-06, 5.300E-06, 5.000E-06, 5.000E-06, 5.000E-06, 5.150E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 5.900E-06, 5.900E-06, 5.900E-06, 5.400E-06, 5.100E-06, 6.200E-06, 2.751E-08, 1.158E-08, 2.080E-08, 9.001E-09, 1.631E-08, 2.751E-08, 3.510E-08, 3.138E-08, 2.622E-08, 2.647E-08, 1.041E-07, 2.824E-08, 4.614E-07, 3.389E-07, 3.395E-07, 2.992E-07, 3.708E-07, 4.614E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 6.147E+10, 6.624E+10, 5.202E+10, 6.670E+10, 4.726E+10, 5.803E+10, 1.190E-08, 1.650E-11, 2.170E-09, 8.720E-17, 2.520E-10, 4.060E-10, 4.100E-10, 1.760E-09, 6.130E-12, 3.000E-12, 4.330E-10, 4.350E-13, 7.950E-11, 1.640E-10, 7.810E-01, 7.300E-11, 8.690E-13, 5.170E-11, 1.080E-15, 2.250E-14, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.016E-13
 4.500E+01, 1.590E+00, 1.760E+00, 1.290E+00, 1.820E+00, 1.113E+00, 1.491E+00, 2.648E+02, 2.699E+02, 2.585E+02, 2.736E+02, 2.470E+02, 2.642E+02, 5.700E-06, 5.450E-06, 5.000E-06, 5.000E-06, 5.000E-06, 5.225E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 4.500E-06, 4.500E-06, 4.600E-06, 4.200E-06, 4.100E-06, 5.250E-06, 1.591E-08, 7.665E-09, 1.311E-08, 6.286E-09, 1.066E-08, 1.591E-08, 3.987E-08, 3.307E-08, 3.057E-08, 2.809E-08, 1.507E-07, 3.241E-08, 3.631E-07, 2.873E-07, 2.876E-07, 2.445E-07, 3.004E-07, 3.631E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 4.352E+10, 4.726E+10, 3.617E+10, 4.821E+10, 3.266E+10, 4.090E+10, 1.170E-08, 2.100E-11, 1.150E-09, 2.980E-17, 1.210E-10, 5.110E-10, 4.210E-10, 1.790E-09, 6.850E-12, 3.000E-12, 2.510E-10, 3.340E-13, 4.820E-11, 9.740E-11, 7.810E-01, 7.000E-11, 6.680E-13, 4.440E-11, 9.970E-16, 1.040E-14, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.028E-13
 4.750E+01, 1.160E+00, 1.290E+00, 9.400E-01, 1.340E+00, 7.900E-01, 1.090E+00, 2.696E+02, 2.752E+02, 2.651E+02, 2.762E+02, 2.532E+02, 2.706E+02, 5.900E-06, 5.500E-06, 5.000E-06, 5.000E-06, 5.000E-06, 5.250E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.450E-06, 3.500E-06, 3.700E-06, 3.200E-06, 3.000E-06, 4.100E-06, 9.378E-09, 5.321E-09, 8.071E-09, 4.558E-09, 7.064E-09, 9.378E-09, 4.482E-08, 3.487E-08, 3.803E-08, 2.999E-08, 2.163E-07, 3.717E-08, 2.773E-07, 2.384E-07, 2.386E-07, 2.000E-07, 2.453E-07, 2.773E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 3.119E+10, 3.398E+10, 2.570E+10, 3.516E+10, 2.261E+10, 2.920E+10, 1.100E-08, 2.770E-11, 6.660E-10, 1.300E-17, 7.700E-11, 5.790E-10, 4.240E-10, 1.800E-09, 7.080E-12, 3.000E-12, 1.560E-10, 2.800E-13, 1.630E-11, 4.920E-11, 7.810E-01, 6.700E-11, 5.600E-13, 3.800E-11, 9.340E-16, 6.570E-15, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 9.041E-14
 5.000E+01, 8.540E-01, 9.510E-01, 6.830E-01, 9.870E-01, 5.719E-01, 7.978E-01, 2.702E+02, 2.757E+02, 2.657E+02, 2.772E+02, 2.593E+02, 2.707E+02, 6.000E-06, 5.500E-06, 4.950E-06, 4.950E-06, 4.950E-06, 5.225E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 2.800E-06, 2.800E-06, 2.750E-06, 2.500E-06, 2.600E-06, 3.100E-06, 4.752E-09, 3.215E-09, 4.164E-09, 2.795E-09, 3.972E-09, 4.752E-09, 5.092E-08, 3.645E-08, 6.245E-08, 3.220E-08, 3.141E-07, 4.597E-08, 2.100E-07, 1.944E-07, 1.944E-07, 1.660E-07, 1.980E-07, 2.100E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.291E+10, 2.500E+10, 1.863E+10, 2.581E+10, 1.599E+10, 2.136E+10, 1.030E-08, 3.560E-11, 4.430E-10, 7.130E-18, 5.550E-11, 6.750E-10, 4.250E-10, 1.800E-09, 7.140E-12, 3.000E-12, 1.040E-10, 2.470E-13, 5.100E-12, 2.530E-11, 7.810E-01, 6.430E-11, 4.940E-13, 3.480E-11, 8.830E-16, 4.740E-15, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 7.027E-14
 5.500E+01, 4.560E-01, 5.150E-01, 3.620E-01, 5.370E-01, 2.990E-01, 4.250E-01, 2.634E+02, 2.693E+02, 2.606E+02, 2.740E+02, 2.591E+02, 2.608E+02, 6.000E-06, 5.350E-06, 4.850E-06, 4.850E-06, 4.850E-06, 5.100E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 1.800E-06, 1.800E-06, 1.700E-06, 1.700E-06, 1.600E-06, 1.800E-06, 3.000E-09, 2.030E-09, 2.629E-09, 1.765E-09, 2.508E-09, 3.000E-09, 5.985E-08, 3.923E-08, 1.480E-07, 3.650E-08, 4.842E-07, 6.639E-08, 1.651E-07, 1.574E-07, 1.574E-07, 1.500E-07, 1.590E-07, 1.650E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 1.255E+10, 1.386E+10, 1.007E+10, 1.421E+10, 8.364E+09, 1.181E+10, 1.010E-08, 4.590E-11, 3.390E-10, 4.800E-18, 4.450E-11, 9.530E-10, 4.250E-10, 1.800E-09, 7.150E-12, 3.000E-12, 7.690E-11, 2.280E-13, 2.000E-12, 1.500E-11, 7.810E-01, 6.210E-11, 4.560E-13, 3.620E-11, 8.430E-16, 3.790E-15, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 2.802E-14
 6.000E+01, 2.390E-01, 2.720E-01, 1.880E-01, 2.880E-01, 1.550E-01, 2.190E-01, 2.531E+02, 2.571E+02, 2.508E+02, 2.627E+02, 2.509E+02, 2.470E+02, 6.000E-06, 5.000E-06, 4.500E-06, 4.500E-06, 4.500E-06, 4.750E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 1.100E-06, 1.300E-06, 1.000E-06, 1.200E-06, 9.500E-07, 1.100E-06, 2.065E-09, 1.397E-09, 1.809E-09, 1.214E-09, 1.726E-09, 2.065E-09, 6.960E-08, 4.673E-08, 2.926E-07, 4.589E-08, 7.147E-07, 1.073E-07, 1.500E-07, 1.500E-07, 1.500E-07, 1.500E-07, 1.500E-07, 1.500E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 6.844E+09, 7.668E+09, 5.433E+09, 7.946E+09, 4.478E+09, 6.426E+09, 1.010E-08, 5.150E-11, 2.850E-10, 3.660E-18, 3.840E-11, 1.760E-09, 4.250E-10, 1.800E-09, 7.150E-12, 3.000E-12, 6.300E-11, 2.160E-13, 1.050E-12, 1.050E-11, 7.810E-01, 6.020E-11, 4.320E-13, 5.250E-11, 8.100E-16, 3.280E-15, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 0.000E+00
 6.500E+01, 1.210E-01, 1.390E-01, 9.500E-02, 1.470E-01, 7.900E-02, 1.090E-01, 2.360E+02, 2.401E+02, 2.409E+02, 2.397E+02, 2.484E+02, 2.333E+02, 5.400E-06, 4.400E-06, 4.000E-06, 4.000E-06, 4.000E-06, 4.200E-06, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 3.300E-04, 6.500E-07, 8.000E-07, 5.500E-07, 8.000E-07, 6.500E-07, 7.000E-07, 1.507E-09, 1.020E-09, 1.321E-09, 8.866E-10, 1.260E-09, 1.507E-09, 9.188E-08, 6.404E-08, 5.586E-07, 6.375E-08, 1.067E-06, 1.862E-07, 1.500E-07, 1.500E-07, 1.500E-07, 1.500E-07, 1.500E-07, 1.500E-07, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 2.090E-01, 3.716E+09, 4.196E+09, 2.858E+09, 4.445E+09, 2.305E+09, 3.386E+09, 1.030E-08, 5.110E-11, 2.530E-10, 3.000E-18, 3.490E-11, 3.740E-09, 4.250E-10, 1.800E-09, 7.150E-12, 3.000E-12, 5.520E-11, 2.080E-13, 6.860E-13, 8.340E-12, 7.810E-01, 5.880E-11, 4.170E-13, 1.260E-10, 7.830E-16, 2.980E-15, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 1.000E-20, 0.000E+00
