ALT,P1,P2,P3,P4,P5,P6,T1,T2,T3,T4,T5,T6,H2O_1,H2O_2,H2O_3,H2O_4,H2O_5,H2O_6,CO2_1,CO2_2,CO2_3,CO2_4,CO2_5,CO2_6,O3_1,O3_2,O3_3,O3_4,O3_5,O3_6,N2O_1,N2O_2,N2O_3,N2O_4,N2O_5,N2O_6,CO_1,CO_2,CO_3,CO_4,CO_5,CO_6,CH4_1,CH4_2,CH4_3,CH4_4,CH4_5,CH4_6,O2_1,O2_2,O2_3,O2_4,O2_5,O2_6,BRD_1,BRD_2,BRD_3,BRD_4,BRD_5,BRD_6,NO,SO2,NO2,NH3,HNO3,OH,HF,HCL,HBR,HI,CLO,OCS,H2CO,HOCL,N2,HCN,CH3CL,H2O2,C2H2,C2H6,PH3,COF2,SF6,H2S,HCOOH,HO2,O,CLONO2,NOPLUS,HOBR,C2H4,CH3OH,CH3BR,CH3CN,CF4,C4H2,HC3N,H2,CS,SO3,BRO
0,1013,1013,1018,1010,1013,1013,299.7,294.2,272.2,287.2,257.2,288.2,0.02593,0.01876,0.004316,0.01194,0.001405,0.007745,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,2.869E-008,3.017E-008,2.778E-008,2.412E-008,0.000000018,2.66E-008,0.00000032,0.00000032,0.00000032,0.00000031,0.00000032,0.00000032,0.00000015,0.00000015,0.00000015,0.00000015,0.00000015,0.00000015,0.0000017,0.0000017,0.0000017,0.0000017,0.0000017,0.0000017,0.209,0.209,0.209,0.209,0.209,0.209,24500000000000,24960000000000,27110000000000,25490000000000,28550000000000,25480000000000,3E-010,3E-010,2.3E-011,5E-010,5E-011,4.4E-014,1E-014,0.000000001,1.7E-012,3E-012,1E-014,6E-010,2.4E-009,7.7E-012,0.781,1.7E-010,7E-010,2E-010,3E-010,0.000000002,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.741E-017
1,904,902,897.3,896,887.8,898.8,293.7,289.7,268.7,281.7,259.1,281.7,0.01949,0.01378,0.003454,0.008701,0.001615,0.006071,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,3.15E-008,3.337E-008,0.000000028,2.94E-008,2.072E-008,2.931E-008,0.00000032,0.00000032,0.00000032,0.00000031,0.00000032,0.00000032,0.000000145,0.000000145,0.000000145,0.000000145,0.000000145,0.000000145,0.0000017,0.0000017,0.0000017,0.0000017,0.0000017,0.0000017,0.209,0.209,0.209,0.209,0.209,0.209,22310000000000,22570000000000,24200000000000,23050000000000,24840000000000,23130000000000,3E-010,2.74E-010,2.3E-011,5E-010,5.96E-011,4.4E-014,1E-014,7.49E-010,1.7E-012,3E-012,1E-014,5.9E-010,1.07E-009,1.06E-011,0.781,1.65E-010,6.7E-010,1.95E-010,1.72E-010,0.000000002,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.741E-017
2,805,802,789.7,792.9,777.5,795,287.7,285.2,265.2,276.3,255.9,275.2,0.01534,0.00968,0.002788,0.00675,0.001427,0.004631,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,3.342E-008,3.694E-008,2.849E-008,3.379E-008,2.336E-008,3.237E-008,0.00000032,0.00000032,0.00000032,0.00000031,0.00000032,0.00000032,1.399E-007,1.399E-007,1.399E-007,1.399E-007,1.399E-007,1.399E-007,0.0000017,0.0000017,0.0000017,0.0000017,0.0000017,0.0000017,0.209,0.209,0.209,0.209,0.209,0.209,20280000000000,20380000000000,21580000000000,20800000000000,22020000000000,20940000000000,3E-010,2.36E-010,2.3E-011,4.63E-010,6.93E-011,4.4E-014,1.23E-014,5.61E-010,1.7E-012,3E-012,1E-014,5.8E-010,4.04E-010,1.22E-011,0.781,1.63E-010,6.43E-010,1.92E-010,9.57E-011,0.000000002,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.741E-017
3,715,710,693.8,700,679.8,701.2,283.7,279.2,261.7,270.9,252.7,268.7,0.0086,0.005984,0.002088,0.00482,0.001166,0.003182,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.000000035,4.222E-008,0.000000032,3.887E-008,2.767E-008,3.318E-008,0.00000032,0.00000032,0.00000032,0.00000031,0.00000032,0.00000032,1.349E-007,1.349E-007,1.349E-007,1.349E-007,1.349E-007,1.349E-007,0.0000017,0.0000017,0.0000017,0.0000017,0.0000017,0.0000017,0.209,0.209,0.209,0.209,0.209,0.209,18270000000000,18430000000000,19220000000000,18730000000000,19500000000000,18910000000000,3E-010,1.9E-010,2.3E-011,3.8E-010,7.91E-011,4.4E-014,1.97E-014,4.22E-010,1.7E-012,3E-012,1E-014,5.7E-010,2.27E-010,1.14E-011,0.781,1.61E-010,6.22E-010,1.89E-010,6.74E-011,0.000000002,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.741E-017
4,633,628,608.1,616,593.2,616.6,277,273.2,255.7,265.5,247.7,262.2,0.004441,0.003813,0.00128,0.00338,0.0007898,0.002158,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,3.561E-008,4.821E-008,3.567E-008,4.478E-008,3.253E-008,3.387E-008,0.00000032,0.00000032,0.00000032,3.079E-007,0.00000032,0.00000032,1.312E-007,1.312E-007,1.312E-007,1.312E-007,1.312E-007,1.312E-007,0.0000017,0.000001697,0.000001697,0.000001697,0.000001697,0.0000017,0.209,0.209,0.209,0.209,0.209,0.209,16560000000000,16660000000000,17240000000000,16820000000000,17360000000000,17040000000000,3E-010,1.46E-010,2.3E-011,2.88E-010,8.87E-011,4.4E-014,3.18E-014,3.19E-010,1.7E-012,3E-012,1E-014,5.62E-010,1.4E-010,9.8E-012,0.781,1.6E-010,6.07E-010,1.84E-010,5.07E-011,0.000000002,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.741E-017
5,559,554,531.3,541,515.8,540.5,270.3,267.2,249.7,260.1,240.9,255.7,0.003346,0.002225,0.0008241,0.002218,0.0004309,0.001397,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,3.767E-008,5.512E-008,4.72E-008,5.328E-008,0.000000038,3.768E-008,0.00000032,0.00000032,0.00000032,3.024E-007,0.00000032,0.00000032,1.303E-007,1.303E-007,1.303E-007,1.303E-007,1.303E-007,1.303E-007,0.0000017,0.000001687,0.000001687,0.000001687,0.000001687,0.0000017,0.209,0.209,0.209,0.209,0.209,0.209,14990000000000,15030000000000,15420000000000,15080000000000,15520000000000,15320000000000,3E-010,1.18E-010,2.3E-011,2.04E-010,9.75E-011,4.4E-014,5.63E-014,2.39E-010,1.7E-012,3E-012,1E-014,5.55E-010,1E-010,8.01E-012,0.781,1.6E-010,6.02E-010,1.77E-010,3.99E-011,0.000000002,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,4.149E-017
6,492,487,462.7,474,446.7,472.2,263.6,261.2,243.7,253.1,234.1,249.2,0.002101,0.00151,0.0005103,0.00133,0.0002369,0.0009254,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,3.989E-008,6.408E-008,5.837E-008,6.564E-008,4.446E-008,4.112E-008,0.00000032,0.00000032,0.00000032,2.906E-007,0.00000032,0.00000032,1.288E-007,1.288E-007,1.288E-007,1.288E-007,1.288E-007,1.288E-007,0.0000017,0.000001672,0.000001672,0.000001672,0.000001672,0.0000017,0.209,0.209,0.209,0.209,0.209,0.209,13530000000000,13510000000000,13760000000000,13570000000000,13830000000000,13730000000000,3E-010,9.71E-011,2.3E-011,1.46E-010,1.11E-010,4.4E-014,9.18E-014,1.79E-010,1.7E-012,3E-012,1E-014,5.48E-010,7.44E-011,6.42E-012,0.781,1.6E-010,6E-010,1.66E-010,3.19E-011,1.9E-009,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,6.558E-017
7,432,426,401.6,413,385.3,411.1,257,254.7,237.7,246.1,227.3,242.7,0.001289,0.00102,0.0002321,0.0007971,0.000147,0.000572,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,4.223E-008,7.764E-008,7.891E-008,7.738E-008,7.252E-008,5.009E-008,0.00000032,0.00000032,0.00000032,2.822E-007,0.00000032,0.00000032,1.247E-007,1.247E-007,1.247E-007,1.247E-007,1.247E-007,1.247E-007,0.000001699,0.000001649,0.000001649,0.000001649,0.000001649,0.000001699,0.209,0.209,0.209,0.209,0.209,0.209,12180000000000,12120000000000,12250000000000,12160000000000,12290000000000,12280000000000,3E-010,8.3E-011,2.3E-011,9.88E-011,1.26E-010,4.41E-014,1.53E-013,1.32E-010,1.7E-012,3E-012,1E-014,5.4E-010,6.04E-011,5.42E-012,0.781,1.6E-010,6E-010,1.49E-010,2.8E-011,1.85E-009,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,8.966E-017
8,378,372,347.3,359,330.8,356.5,250.3,248.2,231.7,239.2,220.6,236.2,0.0007637,0.0006464,0.0001077,0.0003996,0.00003384,0.0003667,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,4.471E-008,9.126E-008,1.039E-007,9.114E-008,0.000000104,5.966E-008,0.00000032,3.195E-007,3.195E-007,2.759E-007,3.195E-007,0.00000032,1.185E-007,1.185E-007,1.185E-007,1.185E-007,1.185E-007,1.185E-007,0.000001697,0.000001629,0.000001629,0.000001629,0.000001629,0.000001697,0.209,0.209,0.209,0.209,0.209,0.209,10950000000000,10860000000000,10860000000000,10880000000000,10870000000000,10940000000000,3E-010,7.21E-011,2.3E-011,6.48E-011,1.39E-010,4.45E-014,2.41E-013,9.96E-011,1.7E-012,3E-012,1.01E-014,5.32E-010,5.01E-011,4.7E-012,0.781,1.6E-010,5.98E-010,1.23E-010,2.55E-011,1.79E-009,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.281E-016
9,329,324,299.3,310.8,282.9,308,243.6,241.7,225.7,232.2,217.2,229.7,0.0004098,0.0004129,0.00005566,0.00013,0.00002976,0.0001583,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00000005,1.111E-007,1.567E-007,0.000000142,0.00000021,9.168E-008,3.195E-007,3.163E-007,3.163E-007,2.703E-007,3.163E-007,3.195E-007,1.094E-007,1.094E-007,1.094E-007,1.094E-007,1.094E-007,1.094E-007,0.000001693,0.000001615,0.000001615,0.000001615,0.000001615,0.000001693,0.209,0.209,0.209,0.209,0.209,0.209,9789000000000,9716000000000,9612000000000,9701000000000,9440000000000,9719000000000,3E-010,6.56E-011,2.32E-011,3.77E-011,1.53E-010,4.56E-014,4.04E-013,7.48E-011,1.7E-012,3E-012,1.05E-014,5.25E-010,4.22E-011,4.41E-012,0.781,1.6E-010,5.94E-010,9.09E-011,2.4E-011,1.72E-009,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.853E-016
10,286,281,256.8,267.7,241.8,265,237,235.3,219.7,225.2,217.2,223.3,0.0001912,0.0002472,0.0000296,0.0000424,0.00002,0.00006996,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.000000056,1.304E-007,0.000000237,0.000000189,0.0000003,1.313E-007,3.179E-007,3.096E-007,3.096E-007,2.651E-007,3.096E-007,3.179E-007,9.962E-008,9.962E-008,9.962E-008,9.962E-008,9.962E-008,9.962E-008,0.000001685,0.000001579,0.000001579,0.000001579,0.000001579,0.000001685,0.209,0.209,0.209,0.209,0.209,0.209,8747000000000,8656000000000,8472000000000,8616000000000,8069000000000,8602000000000,3E-010,6.08E-011,2.38E-011,2.03E-011,1.74E-010,4.68E-014,6.57E-013,5.68E-011,1.7E-012,3E-012,1.21E-014,5.18E-010,3.63E-011,4.34E-012,0.781,1.6E-010,5.88E-010,5.79E-011,2.27E-011,1.58E-009,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,2.908E-016
11,247,243,219.9,230,206.7,227,230.1,228.8,219.2,225.2,217.2,216.8,0.00007306,0.00009556,0.00001,0.0000133,0.00001,0.00003613,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,6.613E-008,1.793E-007,3.624E-007,0.000000305,0.00000035,2.149E-007,0.000000314,2.989E-007,2.989E-007,0.00000026,2.989E-007,0.000000314,8.964E-008,8.964E-008,8.964E-008,8.964E-008,8.964E-008,8.964E-008,0.000001675,0.000001542,0.000001542,0.000001542,0.000001542,0.000001675,0.209,0.209,0.209,0.209,0.209,0.209,7780000000000,7698000000000,7271000000000,7402000000000,6898000000000,7589000000000,3E-010,5.79E-011,2.62E-011,1.09E-011,2.02E-010,4.8E-014,1.2E-012,4.59E-011,1.7E-012,3E-012,1.87E-014,5.09E-010,3.43E-011,4.65E-012,0.781,1.6E-010,5.79E-010,3.43E-011,2.08E-011,1.3E-009,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,4.351E-016
12,213,209,188.2,197.7,176.6,194,223.6,222.3,218.7,225.2,217.2,216.7,0.00002905,0.00002944,0.000006,0.000006,0.000006,0.00001906,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,7.815E-008,0.000000223,5.232E-007,0.00000041,0.0000004,3.095E-007,3.095E-007,2.936E-007,2.936E-007,2.549E-007,2.936E-007,3.095E-007,7.814E-008,7.814E-008,7.814E-008,7.814E-008,7.814E-008,7.814E-008,0.000001662,0.000001508,0.000001508,0.000001506,0.000001506,0.000001662,0.209,0.209,0.209,0.209,0.209,0.209,6904000000000,6814000000000,6237000000000,6363000000000,5893000000000,6489000000000,3E-010,5.6E-011,3.15E-011,6.3E-012,2.41E-010,4.94E-014,1.96E-012,4.36E-011,1.7E-012,3E-012,3.18E-014,4.98E-010,3.39E-011,5.01E-012,0.781,1.6E-010,5.66E-010,1.95E-011,1.76E-011,0.000000001,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,6.323E-016
13,182,179,161.1,170,151,165.8,217,215.8,218.2,225.2,217.2,216.7,0.0000099,0.000008,0.000005,0.00000445,0.00000445,0.00001085,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,9.289E-008,0.0000003,7.036E-007,0.0000005,0.00000065,3.846E-007,3.048E-007,0.000000286,0.000000286,2.494E-007,0.000000286,3.048E-007,6.374E-008,6.374E-008,6.374E-008,6.374E-008,6.374E-008,6.374E-008,0.000001645,0.000001479,0.000001479,0.000001471,0.000001471,0.000001645,0.209,0.209,0.209,0.209,0.209,0.209,6079000000000,6012000000000,5351000000000,5471000000000,5039000000000,5546000000000,2.99E-010,5.59E-011,4.45E-011,3.12E-012,2.76E-010,5.19E-014,3.12E-012,6.51E-011,1.7E-012,3E-012,5.61E-014,4.82E-010,3.5E-011,5.22E-012,0.781,1.59E-010,5.48E-010,1.08E-011,1.23E-011,7.22E-010,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,8.12E-016
14,156,153,137.8,146,129.1,141.7,210.3,215.7,217.7,225.2,217.2,216.7,0.00000622,0.000005,0.0000048,0.000004,0.0000045,0.000005927,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.000000105,0.00000044,0.0000008,0.0000006,0.0000009,0.000000503,2.999E-007,0.00000028,0.00000028,2.433E-007,0.00000028,2.999E-007,5.025E-008,5.025E-008,5.025E-008,5.025E-008,5.025E-008,5.025E-008,0.000001626,0.000001451,0.000001451,0.000001434,0.000001434,0.000001626,0.209,0.209,0.209,0.209,0.209,0.209,5377000000000,5141000000000,4588000000000,4699000000000,4308000000000,4739000000000,2.95E-010,5.64E-011,7.48E-011,1.11E-012,3.33E-010,5.65E-014,4.62E-012,1.01E-010,1.7E-012,3E-012,9.99E-014,4.6E-010,3.62E-011,5.6E-012,0.781,1.57E-010,5.28E-010,6.59E-012,7.32E-012,4.96E-010,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.013E-015
15,132,130,117.8,126,110.3,121.1,203.7,215.7,217.2,225.2,217.2,216.7,0.000004,0.0000034,0.0000047,0.000004,0.00000455,0.000005,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,1.256E-007,0.0000005,0.0000009,0.0000007,0.0000012,6.505E-007,2.944E-007,2.724E-007,2.724E-007,2.355E-007,2.724E-007,2.944E-007,3.941E-008,3.941E-008,3.941E-008,3.941E-008,3.941E-008,3.941E-008,0.000001605,0.000001422,0.000001422,0.000001389,0.000001389,0.000001605,0.209,0.209,0.209,0.209,0.209,0.209,4697000000000,4368000000000,3931000000000,4055000000000,3681000000000,4050000000000,2.83E-010,5.75E-011,1.71E-010,4.47E-013,4.52E-010,6.75E-014,7.09E-012,1.63E-010,1.7E-012,3E-012,1.78E-013,4.26E-010,3.62E-011,6.86E-012,0.781,1.55E-010,5.03E-010,4.2E-012,4.52E-012,3.35E-010,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.211E-015
16,111,111,100.7,108,94.31,103.5,197,215.7,216.7,225.2,216.6,216.7,0.000003,0.0000033,0.0000046,0.000004,0.0000046,0.00000395,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,1.444E-007,0.0000006,0.0000011,0.00000085,0.0000015,8.701E-007,2.877E-007,2.611E-007,2.611E-007,2.282E-007,2.611E-007,2.877E-007,3.069E-008,3.069E-008,3.069E-008,3.069E-008,3.069E-008,3.069E-008,0.000001582,0.00000139,0.00000139,0.000001342,0.000001342,0.000001582,0.209,0.209,0.209,0.209,0.209,0.209,4084000000000,3730000000000,3368000000000,3476000000000,3156000000000,3462000000000,2.68E-010,5.75E-011,3.19E-010,2.11E-013,7.37E-010,8.25E-014,1.05E-011,2.37E-010,1.7E-012,3E-012,3.16E-013,3.88E-010,3.58E-011,8.77E-012,0.781,1.52E-010,4.77E-010,2.94E-012,2.59E-012,2.14E-010,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.416E-015
17,93.7,95,86.1,92.8,80.58,88.5,194.8,215.7,216.2,225.2,216,216.7,0.0000029,0.0000032,0.0000045,0.00000405,0.00000465,0.00000385,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00000025,0.0000007,0.0000014,0.000001,0.0000019,0.000001187,2.783E-007,2.421E-007,2.421E-007,2.179E-007,2.421E-007,2.783E-007,2.489E-008,2.489E-008,2.489E-008,2.489E-008,2.489E-008,2.489E-008,0.000001553,0.000001356,0.000001356,0.00000129,0.00000129,0.000001553,0.209,0.209,0.209,0.209,0.209,0.209,3486000000000,3192000000000,2886000000000,2987000000000,2704000000000,2960000000000,2.52E-010,5.37E-011,5.19E-010,1.1E-013,1.31E-009,1.04E-013,1.69E-011,3.13E-010,1.7E-012,3E-012,5.65E-013,3.48E-010,3.5E-011,1.2E-011,0.781,1.49E-010,4.49E-010,2.3E-012,1.55E-012,1.49E-010,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.657E-015
18,78.9,81.2,73.6,79.8,68.82,75.65,198.8,216.8,215.7,225.2,215.4,216.7,0.00000275,0.00000315,0.0000045,0.0000043,0.0000047,0.000003825,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.0000005,0.000001,0.0000018,0.0000013,0.00000245,0.000001587,2.671E-007,2.174E-007,2.174E-007,2.035E-007,2.174E-007,2.671E-007,1.966E-008,1.966E-008,1.966E-008,1.966E-008,1.966E-008,1.966E-008,0.000001521,0.000001323,0.000001323,0.00000123,0.00000123,0.000001521,0.209,0.209,0.209,0.209,0.209,0.209,2877000000000,2715000000000,2473000000000,2568000000000,2316000000000,2530000000000,2.4E-010,4.78E-011,7.71E-010,6.7E-014,2.11E-009,1.3E-013,2.57E-011,3.85E-010,1.7E-012,3E-012,1.04E-012,3.09E-010,3.42E-011,1.63E-011,0.781,1.45E-010,4.21E-010,2.24E-012,8.63E-013,1.05E-010,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1.898E-015
19,66.6,69.5,62.8,68.6,58.75,64.67,202.7,217.9,215.2,225.2,214.8,216.7,0.0000026,0.0000032,0.0000045,0.0000045,0.00000475,0.00000385,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.00000095,0.0000015,0.0000023,0.0000017,0.0000031,0.00000203,2.527E-007,1.843E-007,1.843E-007,1.817E-007,1.843E-007,2.527E-007,1.549E-008,1.549E-008,1.549E-008,1.549E-008,1.549E-008,1.549E-008,0.00000148,0.000001281,0.000001281,0.000001157,0.000001161,0.00000148,0.209,0.209,0.209,0.209,0.209,0.209,2381000000000,2312000000000,2115000000000,2208000000000,1982000000000,2163000000000,2.44E-010,3.97E-011,1.06E-009,3.97E-014,3.17E-009,1.64E-013,4.02E-011,4.42E-010,1.7E-012,3E-012,2.04E-012,2.74E-010,3.39E-011,2.26E-011,0.781,1.41E-010,3.95E-010,2.68E-012,5.3E-013,7.96E-011,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,2.174E-015
20,56.5,59.5,53.7,59,50.14,55.29,206.7,219.2,215.2,225.2,214.2,216.7,0.0000026,0.0000033,0.0000045,0.0000046,0.0000048,0.0000039,0.00033,0.00033,0.00033,0.00033,0.00033,0.00033,0.0000014,0.000002,0.0000029,0.0000021,0.0000037,0.000002579,2.365E-007,1.607E-007,1.621E-007,1.567E-007,1.621E-007,2.365E-007,1.331E-008,1.331E-008,1.331E-008,1.331E-008,1.331E-008,1.331E-008,0.000001424,0.000001224,0.000001224,0.000001072,0.000001084,0.000001424,0.209,0.209,0.209,0.209,0.209,0.209,1981000000000,1967000000000,1809000000000,1899000000000,1697000000000,1849000000000,2.55E-010,3.19E-011,1.39E-009,2.41E-014,4.2E-009,2.16E-013,5.77E-011,4.89E-010,1.7E-012,3E-012,4.64E-012,2.41E-010,3.43E-011,3.07E-011,0.781,1.37E-010,3.69E-010,3.68E-012,3.1E-013,6.01E-011,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,1E-020,2.543E-015
